article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,image_path,price,popularity_score
0693578005,0693578,Marimoo shorts,274,Shorts,Garment Lower body,1010018,Treatment,70,Other Blue,5,Bright,2,Blue,8717,Young Girl Trouser,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1009,Trousers,"Shorts in washed, stretch cotton twill with a zip fly and button, front and back pockets and raw-edge frayed hems.",images/069/0693578005.jpg,0.02382476,0.56686889
0745362001,0745362,MIRANDA 2-p shorttop,307,Kids Underwear top,Underwear,1010016,Solid,07,Grey,1,Dusty Light,12,Grey,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Tops in soft cotton jersey with an elasticated hem.,images/074/0745362001.jpg,0.01584515,0.41920949
0721756001,0721756,Louise LS,252,Sweater,Garment Upper body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,5963,Tops Knitwear DS,D,Divided,2,Divided,58,Divided Selected,1003,Knitwear,"Jumper in a soft, rib-knit viscose blend with a V-neck, long sleeves and a high slit in one side.",images/072/0721756001.jpg,0.02357219,0.51663565
0500153006,0500153,Dance shoe Sofia,89,Other shoe,Shoes,1010016,Solid,03,Silver,3,Light,15,Metal,4314,Kids Dress-up/Football,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Dance shoes with elastic straps over the foot. Cotton linings and insoles and soft suede soles.,images/050/0500153006.jpg,0.00665077,0.49180905
0880118010,0880118,5P LS body mixed,256,Bodysuit,Garment Upper body,1010001,All over pattern,14,Dark Beige,4,Dark,11,Beige,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Long-sleeved bodysuits in soft, organic cotton jersey with lapped shoulders and press-studs at the crotch.",images/088/0880118010.jpg,,0.00000000
0894733002,0894733,JASMINE SET new,270,Garment Set,Garment Full body,1010016,Solid,52,Pink,7,Medium,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Top in organic cotton jersey and a pair of culottes in viscose jersey. Top with short sleeves and a tie detail at the hem. Culottes with elasticated smocking at the waist.,images/089/0894733002.jpg,0.02389407,0.17723968
0682261020,0682261,Linda Beanie,496,Beanie,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,1,Mole,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hat in a soft rib knit with a sewn-in turn-up at the hem.,images/068/0682261020.jpg,0.00797485,0.38166488
0723595001,0723595,Flirty Lizz earring,70,Earring,Accessories,1010016,Solid,31,Light Orange,3,Light,3,Orange,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings with faceted plastic beads and sparkly stones. Length 5.5 cm.,images/072/0723595001.jpg,0.01065441,0.57064498
0887200001,0887200,W Lotta phone bag,84,Wallet,Accessories,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Smartphone bag in soft imitation suede with a narrow metal chain shoulder strap and flap with a concealed magnetic fastener and decorative metal ring. Lined. Width 10 cm. Height 15 cm.,images/088/0887200001.jpg,0.02033064,0.53688211
0569974008,0569974,ROLAND HOOD,308,Hoodie,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket, long raglan sleeves and ribbing at the cuffs and hem.",images/056/0569974008.jpg,0.02738341,0.54498320
0787736002,0787736,W Golden hit cardholder,84,Wallet,Accessories,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Grained imitation leather card holder in the shape of a small handbag with a handle at the top and a flap with a press-stud. On the inside of the flap are the fastenings for the accompanying narrow metal chain shoulder strap with a trigger clasp. Four large inner compartments and three smaller compartments. Size 1.5x7x10 cm.,images/078/0787736002.jpg,0.01904725,0.53855070
0564723001,0564723,Dragon Hood Cape,78,Other accessories,Accessories,1010014,Placement print,90,Other Green,5,Bright,19,Green,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Fancy dress cape in printed jersey with an appliquéd hood, appliqués at the back, sleeves, and a hook and loop fastening at the top.",images/056/0564723001.jpg,0.02298547,0.22899893
0881863001,0881863,Wing Sling back,86,Ballerinas,Shoes,1010016,Solid,32,Orange,5,Bright,3,Orange,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Slingbacks in imitation suede with pointed toes, satin linings and imitation leather insoles.",images/088/0881863001.jpg,0.01945266,0.62209445
0592018002,0592018,RAINBOW body,256,Bodysuit,Garment Upper body,1010008,Front print,31,Light Orange,3,Light,3,Orange,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Bodysuit in soft, printed organic cotton jersey with lapped shoulders, short sleeves with sewn-in turn-ups and press-studs at the crotch.",images/059/0592018002.jpg,0.00813482,0.34529694
0786271001,0786271,Lindsey beanie,496,Beanie,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Hat knitted in a soft cotton blend with faux fur pompoms on the top, a turned-up hem and earflaps with ties at the bottom. Fleece lining.",images/078/0786271001.jpg,0.01622599,0.28246557
0233091016,0233091,Magic Gloves 2pack,71,Gloves,Accessories,1010016,Solid,63,Dark Purple,5,Bright,6,Lilac Purple,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Fine-knit gloves.,images/023/0233091016.jpg,0.00305085,0.12098490
0547780009,0547780,Basic sweatpants 1,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in soft sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside.",images/054/0547780009.jpg,0.00619774,0.15266595
0669627003,0669627,PREMIUM Billy,93,Slippers,Shoes,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Suede slippers with pile linings and insoles and soft suede soles.,images/066/0669627003.jpg,0.02709165,0.36695971
0680712002,0680712,Rialto WL,87,Boots,Shoes,1010016,Solid,15,Greyish Beige,4,Dark,1,Mole,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots with straps and metal buckles, wrapover sides and a loop at the back. Faux fur linings and insoles and chunky rubber soles. Heel 3 cm.",images/068/0680712002.jpg,0.04304441,0.60627577
0417427040,0417427,Cool Vesper watch,85,Watch,Accessories,1010016,Solid,08,Dark Grey,4,Dark,12,Grey,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal watch with a narrow, adjustable imitation leather strap and metal buckle. Width of strap 1.2 cm, total length 22 cm. Diameter of watch 3.8 cm.",images/041/0417427040.jpg,0.02912747,0.42858751
0624242001,0624242,SPEED H-clip 3pk butterfly,72,Hair clip,Accessories,1010016,Solid,52,Pink,7,Medium,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Glittery metal hair clips with fabric butterflies.,images/062/0624242001.jpg,0.00535743,0.39153344
0849616003,0849616,Fashion offer Hugge romper,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,91,Light Green,3,Light,19,Green,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Short romper suit in soft, patterned cotton jersey with a narrow trim around the neckline and gently dropped shoulders. Press-studs on one shoulder, concealed press-studs at the crotch and down the legs, and sewn-in turn-ups at the hems.",images/084/0849616003.jpg,0.00987108,0.38834118
0849859005,0849859,Kendrick Padded Soft Bra,306,Bra,Underwear,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with adjustable shoulder straps and cups with removable inserts that shape the bust and provide good support. No fasteners.",images/084/0849859005.jpg,0.01386523,0.72755871
0868045004,0868045,Katy fleece,262,Jacket,Garment Upper body,1010010,Melange,91,Light Green,1,Dusty Light,19,Green,7812,Kids Girl Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Hoodie knitted in soft, thermal fleece. Zip down the front with a chin guard, kangaroo pockets and a jersey trim around the hood, pockets, cuffs and hem. The hoodie is made partly from recycled polyester.",images/086/0868045004.jpg,0.03049153,0.07633298
0785948001,0785948,Daniel 3-p boxer SB TP,286,Underwear bottom,Underwear,1010017,Stripe,30,Other Orange,5,Bright,18,Red,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in organic cotton jersey with short legs, an elasticated waist and lined front.",images/078/0785948001.jpg,0.01523186,0.35879855
0757884010,0757884,DIDIER BASIC 6PACK,498,Baby Bib,Accessories,1010001,All over pattern,07,Grey,1,Dusty Light,12,Grey,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Double-layered triangular scarves in soft organic cotton jersey with an adjustable press-stud fastening at the back of the neck.,images/075/0757884010.jpg,0.02119894,0.45450152
0849361003,0849361,Raven blazer,264,Blazer,Garment Upper body,1010004,Check,52,Pink,1,Dusty Light,4,Pink,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently fitted, single-breasted jacket in woven fabric with peak lapels and a single button at the front. Welt front pockets, decorative buttons at the cuffs, and a single back vent. Lined.",images/084/0849361003.jpg,0.06163102,0.75781683
0886908002,0886908,ED Carmen dress,265,Dress,Garment Full body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Short, A-line dress woven in a viscose blend with a deep V-neck. Long, wide raglan sleeves, narrow elastication at the cuffs, and gathered, asymmetric seams for added width. Unlined.",images/088/0886908002.jpg,0.03200518,0.49053591
0860632007,0860632,HAILEY shorts,274,Shorts,Garment Lower body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Shorts in lightweight organic cotton sweatshirt fabric. Elasticated waistband with a drawstring, and diagonal side pockets.",images/086/0860632007.jpg,0.01160670,0.41920949
0870695001,0870695,AMY beanie,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Hat in a soft rib knit containing glittery threads with a decorative bow at the hem.,images/087/0870695001.jpg,0.00813559,0.07633298
0732409044,0732409,Beetle beanie new,75,Hat/beanie,Accessories,1010016,Solid,91,Light Green,5,Bright,19,Green,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Double-layered hat in a soft rib knit with a sewn-in turn-up at the hem with a small fabric appliqué on the front.,images/073/0732409044.jpg,0.01354237,0.19731788
0877763002,0877763,FURRY mitten,71,Gloves,Accessories,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Mittens in soft faux fur with ribbed cuffs. Soft cotton jersey lining.,images/087/0877763002.jpg,0.01523729,0.12098490
0651368005,0651368,VELOUR HOOD,308,Hoodie,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Top in soft velour with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem.",images/065/0651368005.jpg,0.03243029,0.73391941
0571885001,0571885,Barbara skirt,275,Skirt,Garment Lower body,1010024,Chambray,72,Blue,7,Medium,2,Blue,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Skirt in washed cotton twill with an adjustable elasticated waist, zip fly and press-stud, front pockets and a seam with a flounce at the hem.",images/057/0571885001.jpg,0.01155845,0.40623861
0677885014,0677885,Dragonfly dress,265,Dress,Garment Full body,1010001,All over pattern,91,Light Green,3,Light,19,Green,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Sleeveless dress in printed jersey with a seam at the waist and flared skirt.,images/067/0677885014.jpg,0.00535028,0.21429375
0379360038,0379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",images/037/0379360038.jpg,0.00947834,0.25357266
0683271002,0683271,CLOVER cardholder,84,Wallet,Accessories,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Imitation leather card holder with four card compartments and one note compartment. Size 7x10 cm.,images/068/0683271002.jpg,0.00920118,0.54957241
0804840005,0804840,Spinach,261,Outdoor Waistcoat,Garment Upper body,1010005,Colour blocking,42,Red,5,Bright,18,Red,6512,Baby Boy Outdoor,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1007,Outdoor,Padded gilet in woven fabric with a detachable hood and zip down the front with a chin guard. Lined.,images/080/0804840005.jpg,0.01184746,0.15266595
0674959001,0674959,Lip balm unicorn,98,Fine cosmetics,Cosmetic,1010016,Solid,10,White,3,Light,9,White,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Moisturising lip balm in a pot shaped like a unicorn. Vanilla flavour. 3 g. Not for children under 3 years of age.,images/067/0674959001.jpg,0.00776480,0.47398605
0583933001,0583933,Bieber strawhat,76,Hat/brim,Accessories,1010016,Solid,06,Light Grey,1,Dusty Light,12,Grey,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Paper straw hat with a grosgrain band. Width of brim 5 cm.,images/058/0583933001.jpg,0.00676271,0.07633298
0842584001,0842584,SB Towelcape own,300,Sarong,Swimwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,4210,Kids Boy Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,Hooded poncho towel in soft cotton terry.,images/084/0842584001.jpg,0.02629190,0.25357266
0276242025,0276242,Dress LS Basic,265,Dress,Garment Full body,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Long-sleeved dress in soft, patterned organic cotton jersey.",images/027/0276242025.jpg,0.01138983,0.21429375
0814684001,0814684,Mim,275,Skirt,Garment Lower body,1010004,Check,42,Red,7,Medium,18,Red,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Short, A-line skirt in woven fabric with a high waist and concealed zip in one side.",images/081/0814684001.jpg,0.02522711,0.78306687
0613846003,0613846,SIA tank,253,Vest top,Garment Upper body,1010016,Solid,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Vest top in ribbed organic cotton jersey.,images/061/0613846003.jpg,0.00490357,0.37455756
0936253002,0936253,Cap John Nylon 1,69,Cap/peaked,Accessories,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Cap in woven fabric with an adjustable tab and metal fastener at the back.,images/093/0936253002.jpg,0.01296158,0.30533190
0899614002,0899614,Paris satin Kimono (W),305,Robe,Underwear,1010001,All over pattern,52,Pink,1,Dusty Light,1,Mole,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Dressing gown in soft, gently draping satin with dropped shoulders, wide, 3/4-length sleeves and a tie belt at the waist.",images/089/0899614002.jpg,0.03282210,0.53259654
0913099001,0913099,NASA gymbag,66,Bag,Accessories,1010008,Front print,90,Other Green,5,Bright,19,Green,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Gym bag in woven fabric that can be carried like a backpack. Print motif on the front and a drawstring at the top. Width 30 cm. Height 38 cm.,images/091/0913099001.jpg,0.01499153,0.12098490
0556539030,0556539,Velvet scrunchie,73,Hair string,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Velour-covered hair elastic.,images/055/0556539030.jpg,0.00486403,0.66279881
0701574005,0701574,Nat ls linnen mix solid,259,Shirt,Garment Upper body,1010016,Solid,82,Turquoise,2,Medium Dusty,19,Green,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Shirt in an airy linen and cotton blend with a turn-down collar, classic front and yoke at the back. Open chest pocket, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",images/070/0701574005.jpg,0.03957453,0.55682011
0709692002,0709692,OTTER checked,264,Blazer,Garment Upper body,1010004,Check,22,Yellow,7,Medium,8,Yellow,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Long, straight-cut jacket in woven fabric with notch lapels, a fastening with one button at the front and patch front pockets. Lined.",images/070/0709692002.jpg,0.06004917,0.73049555
0798054001,0798054,SOLANGE leggings,272,Trousers,Garment Lower body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,Leggings in soft cotton jersey with an elasticated waist and frills down the legs.,images/079/0798054001.jpg,0.01295713,0.31830278
0868430002,0868430,nya tec shorts,274,Shorts,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Relaxed-fit shorts in a rustle-weave cotton blend with an elasticated, drawstring waist, fake fly, side pockets and welt back pockets with a press-stud.",images/086/0868430002.jpg,0.04210317,0.34998383
0736489021,0736489,Zenit highlift sneaker,94,Sneakers,Shoes,1010016,Solid,61,Light Purple,1,Dusty Light,4,Pink,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform trainers with lacing at the front, cotton canvas linings and insoles and rubber soles. Platform 3.5 cm.",images/073/0736489021.jpg,0.02344327,0.59546590
0680716001,0680716,Oakland sockboot,87,Boots,Shoes,1010009,Glittering/Metallic,42,Red,7,Medium,18,Red,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sock-style court shoes in imitation leather with a jersey top section and pointed toes. Satin linings, imitation leather insoles and rubber soles. Heel 8 cm.",images/068/0680716001.jpg,0.06882498,0.42399829
0656485001,0656485,Classic Mini Isabelle Watch,85,Watch,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal watch with a narrow, adjustable strap in imitation leather with a metal buckle. Width of strap approx. 1.5 cm, total length 22 cm. Diameter of watch 3.5 cm.",images/065/0656485001.jpg,0.02199100,0.38505361
0616097004,0616097,Papi chulo swimsuit,57,Swimsuit,Swimwear,1010016,Solid,60,Other Purple,5,Bright,6,Lilac Purple,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with open sections at the sides and back. Rings at the sides and lacing at the sides, top and back.",images/061/0616097004.jpg,0.03140959,0.57666425
0541286014,0541286,METS FANCY SHORTTOP,307,Kids Underwear top,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Tops in soft cotton jersey with a racer back and elastic hem.,images/054/0541286014.jpg,0.01985712,0.52253662
0545929002,0545929,Thin 30 den Lurex,304,Underwear Tights,Socks & Tights,1010016,Solid,43,Dark Red,4,Dark,18,Red,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Tights containing glittery threads with an elasticated waist.,images/054/0545929002.jpg,0.00841525,0.41920949
0740450008,0740450,Class Monica necklace,77,Necklace,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand thin metal chain necklace with round pendants. Adjustable length 43-50 cm.,images/074/0740450008.jpg,0.00991124,0.50033127
0350911012,0350911,Bowtie Kalle,82,Tie,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Pre-tied bow tie in a satin weave with an adjustable strap and fastening at the back. Width 11 cm.,images/035/0350911012.jpg,0.01688475,0.19731788
0782570001,0782570,D2 PE - BETTY LEATHER MITTENS,71,Gloves,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,Mittens in soft leather with covered elastication at the cuffs. Fine-knit lining in a cashmere blend.,images/078/0782570001.jpg,0.06035175,0.47398605
0866218001,0866218,Henry tee,255,T-shirt,Garment Upper body,1010001,All over pattern,92,Green,1,Dusty Light,19,Green,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Straight-cut T-shirt in cotton jersey with a print motif on the front.,images/086/0866218001.jpg,0.01561459,0.63895948
0869649001,0869649,PALINA shorts 2P,274,Shorts,Garment Lower body,1010016,Solid,62,Purple,1,Dusty Light,6,Lilac Purple,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Shorts in soft, ribbed organic cotton jersey with covered elastication at the waist and overlocked hems.",images/086/0869649001.jpg,0.01624859,0.15266595
0842534001,0842534,KIDS-UV Set w Trunks,60,Swimwear top,Swimwear,1010017,Stripe,23,Dark Yellow,2,Medium Dusty,13,Brown,7857,Kids Boy Exclusive,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1001,Unknown,"KIDS EXCLUSIVE. Swim trousers and top in textured, UV-protective fabric. Top with long raglan sleeves and a small collar. Trousers with an elasticated, drawstring waist and lined front. UPF 50.",images/084/0842534001.jpg,0.04094350,0.21429375
0682238028,0682238,NAV MINI BACK PACK,66,Bag,Accessories,1010016,Solid,61,Light Purple,1,Dusty Light,4,Pink,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small backpack with metal details. Zip and handle at the top, a zipped outer compartment and adjustable shoulder straps. Size 11x21x26 cm.",images/068/0682238028.jpg,0.03275141,0.21429375
0663581002,0663581,Ramos shorts,274,Shorts,Garment Lower body,1010001,All over pattern,91,Light Green,5,Bright,19,Green,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,"Sports shorts in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist and side pockets. Unlined.",images/066/0663581002.jpg,0.01369303,0.25357266
0739823009,0739823,TOM TANK,253,Vest top,Garment Upper body,1010008,Front print,81,Light Turquoise,3,Light,7,Turquoise,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Vest top in soft, printed cotton jersey.",images/073/0739823009.jpg,0.00530993,0.22899893
0922135002,0922135,Ringbox 5pk.,161,Giftbox,Accessories,1010016,Solid,51,Light Pink,3,Light,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Metal rings in various designs that come in a gift box with a transparent lid and a satin ribbon at the top.,images/092/0922135002.jpg,0.01015254,0.25357266
0692499001,0692499,Joline m-gown,305,Robe,Underwear,1010016,Solid,08,Dark Grey,4,Dark,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Dressing gown in soft jersey made from a cotton and viscose blend with satin trims, long sleeves, a detachable satin tie belt and front pockets.",images/069/0692499001.jpg,0.04685567,0.57955484
0862069003,0862069,ED Sweet dress,265,Dress,Garment Full body,1010001,All over pattern,92,Green,2,Medium Dusty,19,Green,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Calf-length dress in softly draping viscose jersey with a V-neck front and back, elastication over the shoulders and short, wide sleeves. Seam under the bust and a flared skirt. Unlined.",images/086/0862069003.jpg,0.02941515,0.60716747
0457755002,0457755,BB UV Raglan,60,Swimwear top,Swimwear,1010005,Colour blocking,07,Grey,1,Dusty Light,12,Grey,4220,Young boy Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"T-shirt in UV-protective fabric with a turtle neck, print motif on the front and short sleeves. Slightly longer at the back. UPF 50.",images/045/0457755002.jpg,0.01387345,0.30533190
0887654002,0887654,Bamboo,275,Skirt,Garment Lower body,1010016,Solid,61,Light Purple,1,Dusty Light,6,Lilac Purple,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Short skirt in cotton twill with a high paper bag waist, detachable D-ring belt and pleats at the top. Zip fly and diagonal side pockets. Unlined.",images/088/0887654002.jpg,0.02904953,0.55540823
0941976002,0941976,OSLO MINI BOBBLE NEW,512,Hair ties,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Small hair elastics in different colours. No metal clips. Diameter 6 cm.,images/094/0941976002.jpg,0.00488873,0.34998383
